NIF,Razón social,Comunidad,Provincia,Localidad,Último año con cuentas,Tipos de cuentas,Sector Infocif,Estado
B06522890,ACEITUNAS AGUEDO SL,Extremadura,Badajoz,Valverde de Leganés,2015,Individuales,"Agricultura, ganadería y pesca",-
B10389351,ACEITUNAS APARICIO SL,Extremadura,Cáceres,"Granja, La",0,,Equipamiento industrial en metal,-
B06252936,ACEITUNAS BARROSO E HIJOS SL,Extremadura,Badajoz,Almendralejo,0,Individuales,,-
B06301709,ACEITUNAS CAMPOS DE HORNACHOS SL,Extremadura,Badajoz,Hornachos,0,,,-
B06690184,ACEITUNAS CUELLAR GARCIA SL,Extremadura,Badajoz,Fuente del Maestre,0,Individuales,Productos alimenticios / Parafarmacia,-
B06406649,ACEITUNAS GONGA SL,Extremadura,Badajoz,Almendralejo,0,,Minoristas de alimentos / medicamentos,-
B06181549,ACEITUNAS GUIFRA SL,Extremadura,Badajoz,Almendralejo,0,Individuales,,-
B06215404,ACEITUNAS JOPE SL,Extremadura,Badajoz,Almendralejo,0,Individuales,,-
B06376297,ACEITUNAS LA MIMOSA SL,Extremadura,Badajoz,Badajoz,0,,,-
B06705727,ACEITUNAS LA PRENSA SL,Extremadura,Badajoz,Villalba de los Barros,0,,Petróleo y gas,-
B06304109,ACEITUNAS LAS VEGAS SL,Extremadura,Badajoz,Lobón,0,,,-
B06533152,ACEITUNAS LAYPA SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Minoristas de alimentos / medicamentos,-
B10227882,ACEITUNAS LOS ANGELES SL,Extremadura,Cáceres,Torrecilla de los Ángeles,0,Individuales,,-
A10420107,ACEITUNAS MERINO SA,Extremadura,Cáceres,Moraleja,2019,Individuales,Productos alimenticios / Parafarmacia,-
B06599187,ACEITUNAS MORENO SL,Extremadura,Badajoz,Fuente del Maestre,0,Individuales,Productos alimenticios / Parafarmacia,-
B10457596,ACEITUNAS NORBERTO SL,Extremadura,Cáceres,Palomero,0,Individuales,Transporte terrestre,-
B06675326,ACEITUNAS ODAL SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Transporte terrestre,-
B06420095,ACEITUNAS PADIN SL,Extremadura,Badajoz,Fuente del Maestre,2015,Individuales,Productos alimenticios / Parafarmacia,-
B06705578,ACEITUNAS VILLAOLIVA SL,Extremadura,Badajoz,Almendralejo,0,,Equipamiento industrial en metal,-
B06694871,ACEITUNAS VINOS Y ACEITES SL,Extremadura,Badajoz,Arroyo de San Serván,0,Individuales,Productos alimenticios / Parafarmacia,-
B10368330,ACEITUNAS Y ENCURTIDOS FEROLIVAS SL,Extremadura,Cáceres,Acebo,0,,Petróleo y gas,-
B06751978,ACEITUNAS Y ENCURTIDOS OLIBER SL,Extremadura,Badajoz,Berlanga,0,Individuales,Equipamiento industrial en metal,-
B06649446,ACEITUNAS Y ENCURTIDOS RUIZ LOPEZ SL,Extremadura,Badajoz,Lobón,0,Individuales,Otros / varios,-
B06390165,ACEITUNERA DE ACEUCHAL SL,Extremadura,Badajoz,Aceuchal,0,Individuales,,-
B10364743,ACEITUNERA DEL TRALGAS SL,Extremadura,Cáceres,Villanueva de la Sierra,2016,Individuales,Minoristas de alimentos / medicamentos,-
F06144661,ACEITUNERA SAN JOSE DE CORTE DE PELEAS S COOP,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06552210,ACEMEN RIEGOS SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06448047,ACEMICA SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Productos forestales,-
F10020154,ACENORCA SCL,Extremadura,Cáceres,Montehermoso,2017,Individuales,Productos alimenticios / Parafarmacia,-
B10316552,ACER 04 SL,Extremadura,Cáceres,Navalmoral de la Mata,0,Individuales,Inmobiliarias y similares,-
B10383073,ACERAGUA SL,Extremadura,Cáceres,Cáceres,0,,Equipamiento industrial en metal,-
B06653497,ACERCALIDAD SL,Extremadura,Badajoz,Almendralejo,0,Individuales,,-
B06559777,ACEREX HIERROS SL,Extremadura,Badajoz,Jerez de los Caballeros,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
A10057149,ACERO RUIZ E HIJOS SA,Extremadura,Cáceres,Miajadas,0,,,-
B10136166,ACERO VAZQUEZ E HIJOS SL,Extremadura,Cáceres,Miajadas,0,Individuales,,-
B06610190,ACERO Y CERAMICAS SL,Extremadura,Badajoz,Berlanga,0,Individuales,Transporte terrestre,-
B06434971,ACEROS CORRUGADOS BUSTOS SL,Extremadura,Badajoz,Don Benito,0,Individuales,Construcción y Desarrollo,-
A06024269,ACEROS MERIDA SA,Extremadura,Badajoz,Mérida,0,Individuales,,-
B10428076,ACEROS SAN ANTONIO SL,Extremadura,Cáceres,Casatejada,0,Individuales,Industria maderera,-
B06415186,ACEUCHAL ASESORES SLL,Extremadura,Badajoz,Aceuchal,0,,Consultoría empresarial y otros,-
V06046049,ACEVEDOS DEL CORDELSAT,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06668461,ACEX AUDITORES SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B10154664,ACI GEVAL CORCHOS SL,Extremadura,Cáceres,Cáceres,0,,,-
B06240733,ACIERTOS FG SL,Extremadura,Badajoz,Badajoz,0,,,-
B06515043,ACIMEX ACTUACIONES INMOBILIARIAS SL,Extremadura,Badajoz,Mérida,0,Individuales,Inmobiliarias y similares,-
B06581318,ACINIPO ARQUITECTURA Y CONSTRUCCION SIN BARRERAS SL,Extremadura,Badajoz,Badajoz,0,,Inmobiliarias y similares,-
B06243885,ACL SERVICIOS INFORMATICOS Y DE FORMACION SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06593180,ACME SOLAR SL,Extremadura,Badajoz,Mérida,0,,Productos electrónicos / eléctricos,-
B06264204,ACN GESTION EMPRESARIAL SL,Extremadura,Badajoz,Badajoz,0,,,-
F06564454,ACOAGRO SCOOP,Extremadura,Badajoz,Badajoz,0,,,-
B06126767,ACODEX SL,Extremadura,Badajoz,Don Benito,0,Individuales,,-
B10475846,ACOLLADO TECNICOS SL,Extremadura,Cáceres,Miajadas,0,Individuales,,-
B06653216,ACOMAN MANTENIMIENTOS Y REFORMAS SL,Extremadura,Badajoz,Badajoz,0,,Equipos industriales,-
B06327654,ACOMETAL METALURGICA SL,Extremadura,Badajoz,Puebla de Sancho Pérez,0,,,-
B10309631,ACONEX SOLANA SL,Extremadura,Cáceres,Cáceres,0,,Consultoría empresarial y otros,-
B10489037,ACOPA-DESING SL,Extremadura,Cáceres,Valencia de Alcántara,0,Individuales,Consultoría empresarial y otros,-
F06139109,ACOPAEX SCL,Extremadura,Badajoz,Mérida,2017,Individuales,"Agricultura, ganadería y pesca",-
F10027423,ACOREX SCL,Extremadura,Badajoz,Mérida,2014,"Individuales, Consolidadas",Minoristas (excepto alimentos y medicamentos),-
B06688436,ACORN PADEL SL,Extremadura,Badajoz,Santa Amalia,0,Individuales,Utilities / Servicios de utilidad pública,-
B06373815,ACORSALUD SL,Extremadura,Badajoz,Badajoz,0,,Cuidado de la salud,-
B06011555,ACOSTA ASPERSION SL,Extremadura,Badajoz,Badajoz,0,,,-
B06571855,ACOSTA GALAN MERIDA SL,Extremadura,Badajoz,Mérida,2019,Individuales,Transporte terrestre,-
B10305159,ACOSTA LLERA ARQUITECTURA Y URBANISMO SL,Extremadura,Cáceres,Cáceres,0,,Consultoría empresarial y otros,-
B10471837,ACOSTA SOLUCIONES COMERCIALES EXTREMEÑAS SL,Extremadura,Cáceres,Coria,0,,"Agricultura, ganadería y pesca",-
B49184419,ACOTEL INFORMATICA Y TELECOMUNICACIONES SL,Extremadura,Badajoz,Badajoz,0,,,-
F10383222,ACOTEX SC,Extremadura,Cáceres,Talayuela,0,Individuales,,-
B06751846,ACOVEX ACOMPAÑAMIENTO EN LA VEJEZ EN EXTREMADURA SLL,Extremadura,Badajoz,Badajoz,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06670533,ACOWINES SL,Extremadura,Badajoz,Almendralejo,0,,Bebidas y otros productos para el consumo,-
B06510218,ACQUALEMA SL,Extremadura,Badajoz,Monesterio,0,,Minoristas (excepto alimentos y medicamentos),-
B06464978,ACR GESTION SANVICENTE SL,Extremadura,Badajoz,San Vicente de Alcántara,0,Individuales,Consultoría empresarial y otros,-
B10053080,ACR GESTION SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06717334,ACRA DIGITAL SL,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
B06618664,ACRIAL EXTREMADURA SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Equipamiento industrial en metal,-
B06669873,ACRO HOSTELERIA Y SERVICIOS SL,Extremadura,Badajoz,Badajoz,0,Individuales,SERVICO DE COMIDA,-
A91416339,ACROM WINDOWS SA,Extremadura,Badajoz,Mérida,0,,Industria maderera,-
B06376800,ACROPOLIS GESTION Y FOMENTO SL,Extremadura,Badajoz,Don Benito,0,Individuales,,-
B06399943,ADMINISTRACION DE OBRAS EXTREMEÑAS SL,Extremadura,Badajoz,Badajoz,0,,Inmobiliarias y similares,-
B06730626,ADMINISTRACION EMERITA SL,Extremadura,Badajoz,Mérida,0,Individuales,Inmobiliarias y similares,-
B10319572,ADMINISTRACION EUROPEA DE COMUNIDADES SL,Extremadura,Cáceres,Plasencia,0,Individuales,Consultoría empresarial y otros,-
B06454136,ADMINISTRACION FINANCIERA E INMOBILIARIA EXTREMEÑA SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Consultoría empresarial y otros,-
B06746432,ADMINISTRACION JASEL SL,Extremadura,Badajoz,Mérida,0,Individuales,Inmobiliarias y similares,-
B06697353,ADMINISTRACION LA BUENA SUERTE SL,Extremadura,Badajoz,Santa Amalia,0,Individuales,Productos y actividades relacionados con ocio y cultura,-
B06668560,ADMINISTRACION Y GESTION DE LABORATORIOS SL,Extremadura,Badajoz,Don Benito,0,Individuales,Consultoría empresarial y otros,-
B10414084,ADMINISTRACION Y SERVICIOS NUÑEZ GOMEZ SL,Extremadura,Cáceres,Cáceres,0,Individuales,Intermediarios financieros,-
B06497721,ADMINISTRACIONES DAPE SL,Extremadura,Badajoz,Don Benito,0,,Inmobiliarias y similares,-
B06168504,ADMINISTRADORES DE EXTREMADURA SLP,Extremadura,Badajoz,Badajoz,0,Individuales,,-
A78234135,ADOBAL SA,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06488191,ADOLFO GERVAS PROMOCIONES SL,Extremadura,Badajoz,Almendralejo,0,,Inmobiliarias y similares,-
B06720486,ADOPROEX SL,Extremadura,Badajoz,Don Benito,0,Individuales,Cuidado de la salud,-
B06293054,ADQUISICIONES INMOBILIARIAS EXTREMEÑAS SL,Extremadura,Badajoz,Badajoz,0,,,-
B10234821,ADRA EXTREMEÑA SL,Extremadura,Cáceres,Cáceres,0,,,-
B10311215,ADRIALAN PROMOCIONES Y OBRAS SL,Extremadura,Cáceres,Navalmoral de la Mata,0,,,-
B10322733,ADRIALAN SL,Extremadura,Cáceres,Cáceres,0,,Inmobiliarias y similares,-
B06241269,ADRIAN BARROSO SL,Extremadura,Badajoz,Badajoz,0,,,-
B06493779,ADRIAN GONZALEZ SL,Extremadura,Badajoz,Entrín Bajo,0,,Bebidas y otros productos para el consumo,-
G12214227,ADS SAN ISIDRO MORELLA,Extremadura,Badajoz,Oliva de la Frontera,0,Individuales,,-
G12214599,ADS SAN MARCOS,Extremadura,Badajoz,Granja de Torrehermosa,0,Individuales,,-
G06436554,ADS SIERRA DE FREGENAL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06743595,ADVACAS EXTREMADURA SL,Extremadura,Badajoz,Badajoz,0,,Otros / varios,-
B06601173,ADVANCED CONTROL SOLUTIONS SL,Extremadura,Badajoz,Don Benito,0,Individuales,Equipos y servicios comerciales,-
B10472397,ADVANZA INGENIERIA Y MEDIO AMBIENTE SL,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B06464390,ADVERTO CONSULTORES SL,Extremadura,Badajoz,Mérida,0,Individuales,Consultoría empresarial y otros,-
B06311955,ADYMIX EXTREMADURA SL,Extremadura,Cáceres,Navalmoral de la Mata,0,,,-
A06255848,ADYTEBI SA,Extremadura,Badajoz,Badajoz,0,Individuales,,-
A06465652,AEDES SUMINISTROS Y DISTRIBUCION SA,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
B06658157,AEGRU SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Construcción y Desarrollo,-
B06487078,AEM UNIDAD SOLAR SL,Extremadura,Badajoz,Fuente del Maestre,0,,Utilities / Servicios de utilidad pública,-
B10401503,AEMA HISPANICA LUSO EXTREMEÑA SL,Extremadura,Cáceres,Serrejón,0,,Consultoría empresarial y otros,-
B06723068,AEMERAMU SL,Extremadura,Badajoz,Don Benito,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B10498103,AEON BOOKS SL,Extremadura,Cáceres,Trujillo,0,,Minoristas (excepto alimentos y medicamentos),-
B06554323,AEROCONSULT-CONSULTORES EN CONTRATACION INTERNACIONAL SL,Extremadura,Badajoz,Zafra,0,,Transporte aéreo y actividades relacionadas,-
B06600092,AEROMADURA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Utilities / Servicios de utilidad pública,-
B06497960,AEROMARINE IBERIA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
A10338499,AEROPUERTOS OBRA CIVIL SA,Extremadura,Cáceres,Cáceres,2019,Individuales,Equipos industriales,-
B10467983,AESLOVERA SL,Extremadura,Cáceres,Casas de Don Gómez,0,,Acero,-
B10304400,AESNE SL,Extremadura,Cáceres,Cáceres,0,,Inmobiliarias y similares,-
B10262236,AESTETICA DENTAL MADRIGAL SL,Extremadura,Cáceres,Madrigal de la Vera,0,,,-
B06504906,AETIS SERVICIOS INTEGRALES SL,Extremadura,Badajoz,Badajoz,0,,Inmobiliarias y similares,-
B06411821,AEXPE SL,Extremadura,Badajoz,Badajoz,0,,"Agentes, Comerciantes y Casas de inversión",-
B06359459,AF SERRATEL SL,Extremadura,Badajoz,Mérida,0,,Minoristas (excepto alimentos y medicamentos),-
B06727002,AF SERVICIOS FORESTALES SL,Extremadura,Badajoz,Zahínos,0,Individuales,"Agricultura, ganadería y pesca",-
B06216410,AF SERVICIOS Y GESTIONES EMPRESARIALES SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B06262810,AFAFISH SL,Extremadura,Badajoz,Almendralejo,0,Individuales,,-
B06677777,AFAR SERVICIOS PROFESIONALES SL,Extremadura,Badajoz,Badajoz,0,Individuales,Telecomunicaciones,-
B10398758,AFECO ABOGADOS Y ECONOMISTAS SLP,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B28864643,AFECO SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06327779,AFER PRIDA SL,Extremadura,Badajoz,Badajoz,0,,,-
B06620520,AFESOLTA SL,Extremadura,Badajoz,Ribera del Fresno,0,,SERVICO DE COMIDA,-
B06365019,AFEX ASESORIA DE EMPRESAS SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B10399558,AFI 2010 SL,Extremadura,Cáceres,Plasencia,0,Individuales,Inmobiliarias y similares,-
B06244883,AFICA DE MEDELLIN SL,Extremadura,Badajoz,Badajoz,0,,,-
B10205466,AFICOEX ASESORIA SL,Extremadura,Cáceres,Plasencia,0,Individuales,Consultoría empresarial y otros,-
B06657209,AFIDEM GLOBAL INVESTMENT SL,Extremadura,Badajoz,Badajoz,0,,Intermediarios financieros,-
B06125934,AFIMEC BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06662977,AFIMEC CENTRO DE FORMACION PROFESIONAL SL,Extremadura,Badajoz,Badajoz,0,Individuales,Gobierno / Estado,-
B06200687,AFIMEC FORMACION SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B10346591,AFIN CASA GRUPO INMOBILIARIO SL,Extremadura,Cáceres,Cáceres,0,,Inmobiliarias y similares,-
B06052153,AFINCA SL,Extremadura,Badajoz,Mérida,0,Individuales,Inmobiliarias y similares,-
B06526362,AFINES DE INGENIERIA TECNICA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Telecomunicaciones,-
B06278436,AFISCOL ZAFRAASESORES SL,Extremadura,Badajoz,Zafra,0,Individuales,,-
B06628085,AFISEG II SL,Extremadura,Badajoz,Mérida,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06123889,AFISUR SL,Extremadura,Badajoz,Almendralejo,0,Individuales,,-
B06322945,AFIVEN EXTREMADURA SL,Extremadura,Badajoz,Badajoz,2019,Individuales,Productos electrónicos / eléctricos,-
B10406411,AFJ CACERES BUSINESS SL,Extremadura,Cáceres,Cáceres,0,,Gobierno / Estado,-
B88116868,AFONSO RACING TEAM SL,Extremadura,Badajoz,Badajoz,0,Individuales,Automotor,-
B06432462,AFORO INVERSIONES SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B10256691,AFRAIN INFORMATICA SL,Extremadura,Cáceres,Navalmoral de la Mata,0,,,-
B10460756,AFRICA CONSTRUCCIONES EXTREMEÑAS SL,Extremadura,Cáceres,Cáceres,0,,Construcción y Desarrollo,-
B06570733,AFRICA INTERCOMERCIAL SL,Extremadura,Badajoz,Badajoz,0,,Minoristas de alimentos / medicamentos,-
B06614754,AFRICAN EXPEDITIONS SL,Extremadura,Badajoz,Guadiana del Caudillo,0,,Productos y actividades relacionados con ocio y cultura,-
B10407948,AFRIKA 06 SL,Extremadura,Cáceres,Cabrero,0,,Inmobiliarias y similares,-
B06527964,AFS CONSTRUCCIONES 2008 SLL,Extremadura,Badajoz,Villanueva de la Serena,0,,Construcción y Desarrollo,-
B06662480,AFS PEPE BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06435523,AFTASI FORMACION SL,Extremadura,Badajoz,Badajoz,0,,Gobierno / Estado,-
B06745780,AFTASI RIBER SL,Extremadura,Badajoz,Badajoz,0,,Intermediarios financieros,-
B06683031,AFYCEN CENTRO DE FORMACION SL,Extremadura,Badajoz,Villanueva de la Serena,0,Individuales,Consultoría empresarial y otros,-
B06297642,AFYCEN EXTREMADURA SL,Extremadura,Badajoz,Villanueva de la Serena,0,Individuales,,-
B10163111,AG ARTURO GONZALEZ SL,Extremadura,Cáceres,Ceclavín,0,Individuales,,-
A06295547,AG CEMENTOS BALBOA SA,Extremadura,Badajoz,Alconera,2019,Individuales,Construcción y Desarrollo,-
B06737480,AG DRONES BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,,Productos y actividades relacionados con ocio y cultura,-
A06262646,AG TUBOS EUROPA SA,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06747620,AGA & SIL NATURALEZA Y VIDA SL,Extremadura,Badajoz,Castilblanco,0,Individuales,Utilities / Servicios de utilidad pública,-
B10312932,AGANZO MARTIN SL,Extremadura,Cáceres,Sierra de Fuentes,0,,Minoristas (excepto alimentos y medicamentos),-
B79123774,AGAR CONSTRUCCIONES SL,Extremadura,Cáceres,Carrascalejo,0,Individuales,,-
B06716328,AGAR Y ANALLU SL,Extremadura,Badajoz,Badajoz,2017,Individuales,Equipos y servicios comerciales,-
B10385011,AGAVE QUATTRINI SL,Extremadura,Cáceres,Cáceres,0,,Equipos industriales,-
B06740856,AGB GRUPO DOOR SISTEM SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
A10330041,AGE GENERACION EOLICA EXTREMADURA SA,Extremadura,Cáceres,San Martín de Trevejo,0,,Consultoría empresarial y otros,-
B06178875,AGEGA SL,Extremadura,Badajoz,Badajoz,0,,,-
B10299287,AGENCIA AUDIOVISUAL FREAK SL,Extremadura,Cáceres,Cáceres,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06543631,AGENCIA CHAMIZO MEDIACION DE SEGUROS E INVERSIONES SL,Extremadura,Badajoz,Villanueva de la Serena,0,Individuales,,-
B10446060,AGENCIA DE ASESORAMIENTO ASEGURADOR EXTREMEÑO SL,Extremadura,Cáceres,Cáceres,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06728398,AGENCIA DE COMUNICACION MONOGRAFICA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06599062,AGENCIA DE SEGUROS AGENJO AGILAR SL,Extremadura,Badajoz,Llerena,0,Individuales,Seguros,-
B10400562,AGENCIA DE SEGUROS GOMEZ PEÑASCO SL,Extremadura,Cáceres,Cáceres,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B10350254,AGENCIA DE SEGUROS JESSMA 2006 SL,Extremadura,Cáceres,Cáceres,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06418727,AGENCIA DE SEGUROS PEDRO MUÑOZ E HIJOS SL,Extremadura,Badajoz,Villafranca de los Barros,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06758320,AGENCIA DE SEGUROS R GALLARDO SL,Extremadura,Badajoz,"Haba, La",0,,"Agentes, Comerciantes y Casas de inversión",-
B10443950,AGENCIA DE SEGUROS RODICIO DIAZ SL,Extremadura,Cáceres,Losar de la Vera,0,,Consultoría empresarial y otros,-
B06515779,AGENCIA DE TRANSPORTE FERJUMAR SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Transporte terrestre,-
B06275531,AGENCIA DE TRANSPORTE JM PUENTE FERNANDEZ SL,Extremadura,Badajoz,Almendral,2019,Individuales,Equipos y servicios comerciales,-
B06040810,AGENCIA DE TRANSPORTES CERPE SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
A06269385,AGENCIA DE VIAJES DE CAJA DE AHORROS DE BADAJOZ SA,Extremadura,Badajoz,Badajoz,0,,,-
B06351837,AGENCIA DE VIAJES ZURBARAN SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06679021,AGENCIA DESEGUROS SINIESTRO CERO SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B10433837,AGENCIA DURAN & HIJAS SL,Extremadura,Cáceres,Moraleja,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06345557,AGENCIA EXTREMEÑA DE CARGAS SL,Extremadura,Badajoz,Villar del Rey,0,,,-
B10359206,AGENCIA EXTREMEÑA DE LA PROPIEDAD URBANA SL,Extremadura,Cáceres,Cáceres,0,Individuales,Inmobiliarias y similares,-
B06529606,AGENCIA EXTREMEÑA JA HERNANDEZ E HIJOS SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B10450518,AGENCIA FORMACION DUAL E INNOVACION SL,Extremadura,Cáceres,Cáceres,0,Individuales,Construcción y Desarrollo,-
B10396752,AGENCIA FUNERARIA FUNEDUR SL,Extremadura,Cáceres,Valencia de Alcántara,0,Individuales,Otros / varios,-
B06384556,AGENCIA INMOBILIARIA DURAN Y SERRANO SL,Extremadura,Badajoz,Badajoz,0,,,-
B06348718,AGENCIA MENACHO DE PUBLICIDAD SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06365670,AGENCIA MOLEON PRIETO SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06562565,AGENCIA VISUAL EXTREMEÑA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Edición y publicación,-
B06463723,AGENCISER BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,,Inmobiliarias y similares,-
B06318307,AGENCISER SL,Extremadura,Badajoz,Badajoz,0,,,-
B10422913,AGENCY BUSINESS CALIFORNIA SL,Extremadura,Cáceres,Cáceres,0,Individuales,Otros / varios,-
B10435279,AGENEX GABINETE ADMINISTRATIVO SL,Extremadura,Cáceres,Zarza de Granadilla,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06595953,AGENTE DE SEGUROS GARCIA DONAIRE SL,Extremadura,Badajoz,Santa Amalia,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B10479608,AGENTES DE SEGUROS ASEM 2017 SL,Extremadura,Cáceres,Cáceres,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06637003,AGENTES VINICOLAS ASOCIADOS SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Minoristas de alimentos / medicamentos,-
B10463586,AGEST PRIFLO SL,Extremadura,Cáceres,Cáceres,0,Individuales,Inmobiliarias y similares,-
B06270425,AGESTRANEX SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B06740187,AGF INSTALACIONES INDUSTRIALES Y AUTOMATIZACION SL,Extremadura,Badajoz,"Lapa, La",0,Individuales,Construcción y Desarrollo,-
B06675656,AGF PROCESOS BIOGAS SL,Extremadura,Badajoz,"Lapa, La",0,Individuales,Construcción y Desarrollo,-
A06419220,AGG OCCIDENTAL EMPRESA CONSTRUCTORA SA,Extremadura,Badajoz,Badajoz,0,,Construcción y Desarrollo,-
B06514905,AGICEUROPEA SL,Extremadura,Badajoz,Badajoz,0,,Productos electrónicos / eléctricos,-
B06672513,AGILA GARAL SL,Extremadura,Badajoz,Badajoz,2015,Individuales,Consultoría empresarial y otros,-
B06396766,AGIVENTI SL,Extremadura,Badajoz,Monesterio,0,Individuales,Consultoría empresarial y otros,-
